SMILES,caco2_log10
[H]c1nc([H])c(-c2nn([C@]3([H])C([H])([H])C([H])([H])[C@](c4c([H])c([H])c([H])c(Cl)c4[H])(C([H])([H])[N+]([H])([H])[H])C([H])([H])C3([H])[H])c(=O)c([H])c2[H])c([H])c1[H],-5.0655
[H]C1=C2[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@@]23[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])[C@](C(=O)[O-])(C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]2([H])C1([H])[H],-5.65758
[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N([H])C(=O)c2nnc(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)o2)[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],-5.66154
[H]c1c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c3c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nnc([H])c3c2[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H],-4.97881
[H]c1nc(C(=O)[O-])c([H])c(-c2c([H])c([H])c(OC3([H])C([H])([H])C3([H])[H])c(Cl)c2[H])n1,-4.72816
[H]Oc1c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nn(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)c1C1=[N+]([H])S(=O)(=O)c2c([H])c([N-]S(=O)(=O)C([H])([H])[H])c([H])c([H])c2N1[H],-7.67778
[H]c1nn(C([H])([H])[H])nc1N([H])c1nc(N([H])c2nc(C([H])([H])[H])c(Cl)c(C3([H])C([H])([H])C3([H])[H])c2[H])nc([H])c1N1C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],-5.42022
[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2c1C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1-2,-5.48149
[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C([H])([H])C2([H])[H])N([H])C(=O)C2(N([H])C(=O)c3sc4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-5.76955
[H]c1c(S(=O)(=O)N([H])[H])sc2c1[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S2(=O)=O,-5.284
[H]c1c(Cl)c([H])c(C([H])([H])OC(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C(=O)c3c([H])c([H])c4c(oc(=O)n4[H])c3[H])C([H])([H])C2([H])[H])c([H])c1Cl,-3.88941
[H]OC([H])([H])C(=O)[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])[C@]([H])(C([H])([H])[H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@@]21C([H])([H])[H],-4.60033
[H]c1nc(-c2c([H])c([H])c([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)[O-])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c([H])c1N([H])c1c([H])nc(C(F)(F)F)c([H])c1[H],-5.09151
[H]c1nc(N([H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c(OC([H])([H])[H])c2[H])c([H])c(-c2c([H])c([H])c([H])c(C#N)c2[H])c1[H],-4.79588
[H]c1nn(C([H])([H])c2c([H])c([H])c(C([H])([H])n3nc(C([H])([H])OC([H])([H])[H])c(C(=O)N([H])C([H])([H])c4c([H])c([H])c([H])c(Cl)c4F)c3[H])c([H])c2[H])c([H])c1[H],-4.92082
[H]c1c(Cl)c([H])c(-c2c([H])c([H])c([C@]([H])(N([H])C(=O)C3(N([H])C(=O)C(F)(F)F)C([H])([H])C3([H])[H])C([H])([H])[H])c(F)c2[H])c(C(=O)OC([H])([H])[H])c1Cl,-4.74473
[H]c1nc(C([H])([H])C([H])([H])[H])c([H])c(C(=S)N([H])[H])c1[H],-4.40012
[H]c1c([H])c([C@@]([H])(N(C([H])([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])N3C(=O)C([H])([H])C([H])([H])C3=O)c(Cl)c2[H])C([H])([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C(=O)[O-])c([H])c(F)c1Cl,-5.73283
[H]c1c([H])c([C@@]([H])(C(F)(F)F)[N+]([H])([H])c2nc(N3C([H])([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])[H])C([H])([H])C3([H])[H])nc3c2C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C3=O)c([H])c([H])c1OC([H])([H])C([H])([H])[H],-5.69897
[H]/C(C(=O)[O-])=C(/[H])c1c([H])c([H])c(N([H])C(=O)C2(N([H])C(=O)c3c([H])c([H])c4c(C5([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c(-c5c([H])c([H])nc([H])c5[H])n(C([H])([H])[H])c4c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-6.09691
[H]c1c([H])c(C([H])([H])O[C@]2([H])C([H])([H])Oc3nc([N+](=O)[O-])c([H])n3C2([H])[H])c([H])c([H])c1OC(F)(F)F,-4.50031
[H]c1nc2c(=O)n([H])c(N([H])[H])nc2n1C([H])([H])OC([H])([H])C([H])([H])OC(=O)C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-5.66959
[H]c1c([H])c(C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C([H])(c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])O3)C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])C([H])([H])[N+]1([H])C(=O)C([H])([H])C([H])([H])C1=O,-5.49349
[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2C([H])([H])[N+]2([H])C([H])([H])c3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c3C([H])([H])C2([H])[H])c([H])c1[H],-4.66555
[H]c1nnc(-c2c([H])c([H])c(N3C(=O)O[C@@]([H])(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[H])C3([H])[H])c([H])c2F)s1,-4.43063
[H][N-]S(=O)(=O)c1c([H])c([H])c(-n2nnc([C@@]3([H])[C@]([H])(O[H])C([H])([H])[C@]([H])(O[H])[C@]3([H])C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H])c2[H])c([H])c1[H],-5.49485
[H]c1c(Cl)sc(S(=O)(=O)[N-]C(=O)C2([H])C([H])([H])C([H])([H])N(c3nc(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])([H])C2([H])[H])c1[H],-5.22185
[H]c1nc(S(=O)(=O)[N+]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C2([H])C([H])([H])c3c([H])c(C#N)c([H])c([H])c3N(C([H])([H])c3c([H])nc([H])n3C([H])([H])[H])C2([H])[H])c([H])c([H])c1[H],-4.80967
[H]c1nc2c(c([H])c1-c1c([H])nn(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H])c(-c1nc(N([H])[H])nc(C([H])([H])C([H])([H])[H])c1[H])c([H])n2[H],-5.13668
[H]c1c([H])c([H])c([C@@]([H])(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])[N+]2([H])C([H])([H])[C@]3([H])C([H])([H])N(C(=O)c4c(C([H])([H])[H])nc(C#N)c([H])c4C([H])([H])[H])C([H])([H])[C@]3([H])C2([H])[H])c([H])c1[H],-5.52288
[H]c1nc(S(=O)(=O)[N+]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])C2([H])C([H])([H])c3c([H])c(C#N)c([H])c([H])c3N(C([H])([H])c3c([H])nc([H])n3C([H])([H])[H])C2([H])[H])c([H])c([H])c1[H],-7.0
[H]OC([H])([H])C(=O)[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])=C([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@@]21C([H])([H])[H],-5.12494
[H]c1nc(N([H])S(=O)(=O)c2c([H])c([H])c(/N=N/c3c([H])c([H])c([O-])c(C(=O)[O-])c3[H])c([H])c2[H])c([H])c([H])c1[H],-5.37779
[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])n2c([H])c(C([H])([H])[H])c(N3C([H])([H])C([H])([H])C([H])(C([H])([H])N([H])c4nc5c([H])c([H])c([H])c([H])c5[n-]4)C([H])([H])C3([H])[H])nc2=O)c([H])c1[H],-5.37675
[H]c1c([H])c(C([H])([H])[H])c([H])c(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])c2nn3c(=O)c(C([H])([H])[H])c(C([H])([H])[H])n([H])c3c2[H])c1N([H])S(=O)(=O)C([H])([H])[H],-7.0
[H]c1nc([H])n(C([H])([H])[H])c1C([H])([H])N1c2c([H])c([H])c(C#N)c([H])c2C([H])([H])C([H])(N(C([H])([H])c2c([H])c([H])c([H])c(-n3c([H])c([H])c([H])c3[H])c2[H])S(=O)(=O)c2nc([H])n(C([H])([H])[H])c2[H])C1([H])[H],-6.69897
[H]c1nc(N([H])[H])nc([H])c1C(=O)N([H])C1=[N+]([H])c2c(OC([H])([H])[H])c(OC([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2C2=[N+]([H])C([H])([H])C([H])([H])N12,-5.24489
[H]/C(=C1/c2c([H])c(C([H])([H])C(=O)[O-])c([H])c([H])c2OC([H])([H])c2c([H])c([H])c([H])c([H])c21)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C2([H])N(C([H])([H])[H])C(=O)N(C([H])([H])[H])C(=O)C2([H])[H])C([H])([H])C1([H])[H],-5.40012
[H]/C(C(=O)N([H])C([H])([H])[H])=C(/c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)c1c([H])c([H])c2nc(N([H])[H])n(S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c2c1[H],-4.03012
[H]c1c(Cl)sc(S(=O)(=O)[N-]C(=O)N2C([H])([H])C([H])([H])[N+]([H])(c3nc(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])(C([H])([H])[H])C2([H])[H])c1[H],-6.50864
[H]c1c([H])c2c(c([H])c1[N-]S(=O)(=O)C([H])([H])[H])S(=O)(=O)[N+]([H])=C(c1c([O-])c(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nn(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1=O)N2[H],-6.52288
[H]c1nc2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nn2c([H])c1N([H])C(=O)c1c(F)c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])c1F,-4.80688
[H]c1nc([H])c(-c2c([H])n([H])c3c(=O)n(C([H])([H])c4c([H])c([H])c([H])c([H])c4C#N)c(N4C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])[H])C4([H])[H])nc23)c([H])c1[H],-6.52288
[H][N-]S(=O)(=O)c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c(C([H])([H])C(=O)c2c([H])c(C(F)(F)F)nn2-c2c([H])c([H])c3onc(N([H])[H])c3c2[H])c(F)c1[H],-4.50864
[H]c1c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nnc(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.65758
[H]ON([H])C(=O)C([H])([H])C1(N([H])C(=O)c2c([H])c([H])c(OC([H])([H])c3c([H])c(C([H])([H])[H])nc4c([H])c([H])c([H])c([H])c34)c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-5.4437
[H]O[C@]([H])(C([H])([H])N(C(=O)c1c([H])c([H])c2nc(N(C([H])([H])[H])C([H])([H])C([H])([H])[H])oc2c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)OC([H])([H])c1sc([H])nc1[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-4.95861
[H]c1nc(-n2c(=O)c(C(=O)N([H])c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])c(C([H])([H])[H])n2[H])c([H])c([H])c1[H],-5.34679
[H]c1nc([H])c(-c2c([H])c([H])c([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)N([H])[H])C([H])([H])C3([H])[H])c([H])c2[H])nc1C(=O)N([H])[H],-4.88606
[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[N+]2([H])C([H])([H])C([H])([H])N(c3c([H])c([H])c(Cl)c([H])c3[C@@]([H])(N([H])C(=O)C3([H])C([H])([H])N(C([H])([H])[H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])[H])c([H])c([H])c1Cl,-5.69897
[H]c1nc([N-]S(=O)(=O)c2c([H])c([H])c(/N=N/C3([H])C(=O)N(C(=O)c4c([H])c([H])c(N([H])[H])c([H])c4[H])N=C3C([H])([H])[H])c([H])c2[H])nc([H])c1[H],-5.63827
[H]c1oc(C([H])([H])N([H])C(=O)C([H])([H])C2([H])n3c([H])c(-c4c([H])c([H])c([H])c(Cl)c4[H])c([H])c3C(=O)N([H])C2([H])[H])c([H])c1[H],-4.48017
[H]Oc1c([H])c([H])c(N([H])C(=O)N([H])C([H])([H])[H])c(OC([H])([H])[C@@]([H])(O[H])C([H])([H])N2C([H])([H])C([H])([H])C3(Oc4c([H])c([H])c(Cl)c([H])c4C3([H])[H])C([H])([H])C2([H])[H])c1[H],-5.04576
[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([O-])c([H])c1[H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]1([H])N([H])C(=O)C([H])([H])C1([H])[H])C([H])([H])c1c([H])nc([H])n1[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,-6.40012
[H]c1c([H])c(F)c(C(=O)N([H])[C@]([H])(C(=O)OC([H])(OC(=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c(-c3c(C([H])([H])[H])n(C([H])([H])[H])c(=O)n(C([H])([H])[H])c3=O)c([H])c2[H])c(F)c1[H],-4.92082
[H]O[C@@]1([H])C([H])([H])N(C([H])([H])c2c(C([H])([H])[H])c([H])n(-c3nc(N([H])c4c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c4[H])nc([H])c3[H])c2[H])C([H])([H])C1([H])[H],-5.69897
[H]c1nc(-c2c(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c([H])c(C(=O)N([H])C4(C(=O)N([H])c5c([H])c([H])c(C(=O)[O-])c([H])c5[H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3n2C([H])([H])[H])c([H])c([H])c1[H],-5.01323
[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C2([H])[H])c([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c1[H],-7.0
[H]c1c(F)c(F)c([H])c(C([H])([H])[C@]([H])(C([H])([H])C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])N([H])S(=O)(=O)C2([H])C([H])([H])C2([H])[H])[N+]([H])([H])[H])c1F,-6.56864
[H]c1nc2sc(C([H])([H])Oc3c([H])c([H])c(F)c(C(=O)N([H])[H])c3F)nc2c([H])c1Cl,-4.3098
[H]c1nc([H])c(-c2c([H])c([H])c([C@]3([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C(=O)[O-])C([H])([H])C3([H])[H])c([H])c2[H])nc1C(=O)N([H])[H],-4.5376
[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(-c3nc4c([H])c(C(=O)N([H])[H])c([H])c([H])c4n3C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c1n2C([H])([H])C([H])([H])[H],-4.9914
[H]c1c([H])c(N([H])C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c([H])c([H])c1-c1nnc(C([H])([H])C([H])([H])C(=O)[O-])n1C([H])([H])[H],-6.27572
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[N-][N-]C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])N([H])C(=O)[C@]1([H])C([H])([H])[C@@]([H])(Oc2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc3c([H])c(OC([H])([H])[H])c([H])c([H])c23)C([H])([H])[N+]1([H])C(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.45593
[H]ON([H])C(=O)[C@@]1([H])OC([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])C(=O)c1c([H])c([H])c(OC([H])([H])c2c([H])c(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],-7.22185
[H]c1c([H])c(-c2nc3n(c2N([H])c2c([H])c([H])c(Cl)c(F)c2[H])C([H])([H])C([H])([H])N(C(=O)C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])[H])C3([H])[H])c([H])c([H])c1F,-6.07572
[H]c1nc(-c2c(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c([H])c(C(=O)N([H])C4(C(=O)N([H])c5c([H])c([H])c6sc(C(=O)[O-])c(C([H])([H])[H])c6c5[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c3n2C([H])([H])[H])c([H])c([H])c1[H],-6.09691
[H]/C1=C(\[H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N2N([H])[C@]([H])(C(=O)O[C@]([H])(C([H])([H])[H])c3c([H])c([H])c4c([H])nc1c([H])c4c3[H])C([H])([H])C([H])([H])C2([H])[H],-5.63827
[H]c1sc2nc1C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-6.52288
[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[N+]2([H])C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])[C@@]2([H])C(=O)N([H])[H])[N+]([H])([H])[H])c([H])c1[H],-5.4437
[H]c1nc([H])n(C([H])([H])c2c([H])c([H])c(C#N)c([H])c2[H])c1C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C2([H])[H])C3([H])[H])C([H])([H])C([H])([H])C1([H])[H],-4.54061
[H]c1c([H])c(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])c(F)c(-c2c([H])c3c([H])nc(N([H])C([H])([H])C4([H])C([H])([H])C4([H])[H])nc3n(C([H])([H])[H])c2=O)c1F,-5.09691
[H]/C(C(=O)N([H])c1c(O[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c2nc([H])nc(N([H])c3c([H])c([H])c(F)c(Cl)c3[H])c2c1[H])=C(/[H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],-6.09151
[H]O[C@@]1([H])C([H])([H])[C@]2([H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]2([H])[C@]2([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)[O-])[C@@]12C([H])([H])[H],-5.71444
[H]c1c([H])c([H])c(C([H])([H])n2c([H])nc3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-4.14935
[H]c1nc(N([H])c2nc([H])c3c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c(=O)n(C4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3n2)c([H])c([H])c1N1C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],-6.07058
[H]OC([H])([H])[C@@]1(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],-5.76955
[H]O[C@@](C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])N([N-]C(=O)[C@@]([H])(N([H])C(=O)OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(C#Cc2c([H])nc([H])c([H])c2[H])c([H])c1[H],-5.21467
[H]O[C@]([H])(C([H])([H])Oc1c([H])c([H])c([H])c([H])c1N([H])C(=O)N([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C2(Oc3c([H])c([H])c(Cl)c([H])c3C2([H])[H])C([H])([H])C1([H])[H],-4.85387
[H]c1c([H])c(-c2nc3n(c2N([H])c2c([H])c([H])c(Cl)c(F)c2[H])C([H])([H])C([H])([H])[N+]([H])(C(=O)C([H])([H])N([H])[H])C3([H])[H])c([H])c([H])c1F,-6.12494
[H]C#CC([H])([H])N(C([H])([H])c1c([H])c([H])c([O-])c2nc([H])c([H])c([H])c12)C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],-5.2668
[H]c1c([H])c([H])c(C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([N+]3([H])C(=O)N([H])C(c4c([H])c([H])c(F)c([H])c4[H])(c4c([H])c([H])c(F)c([H])c4[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],-5.30103
[H]c1nc(N([H])[H])c2c(-c3sc4c(OC([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4c3[H])c(C([H])([H])OC([H])([H])C([H])([H])N([H])[H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])n2n1,-6.30103
[H]c1c([H])c([H])c(S(=O)(=O)[N-]C(=O)N([H])C2([H])C([H])([H])N(c3nc(C([H])([H])[H])c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C2([H])[H])c([H])c1[H],-6.38722
[H]O[S+](c1nc2c([H])c(OC([H])(F)F)c([H])c([H])c2[n-]1)C([H])([H])c1nc([H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],-4.73755
[H]c1c([C@@]2([H])C([H])([H])C([H])([H])N([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])on([H])c1=O,-6.22185
[H]c1c([H])c(C(=O)C([H])([H])N2C(=O)C([H])([H])N(C3([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])C(=O)[O-],-6.11976
[H]c1c([H])c(C([H])([H])[H])c([H])c(C(=O)[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])c2nn3c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])nc3c2[H])c1[N-]S(=O)(=O)C([H])([H])[H],-4.61979
[H]c1c(C#N)c(N2C([H])([H])C([H])(C(=O)[N-]S(=O)(=O)C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2([H])[H])nc(C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],-5.52288
[H]c1c([H])c([H])c(S(=O)(=O)[N-]C(=O)N2C([H])([H])C([H])([H])N(c3nc(C(F)(F)F)c(C(=O)OC([H])([H])C([H])([H])[H])c([H])c3C#N)C([H])([H])C2([H])[H])c([H])c1[H],-6.22185
[H]c1nc([H])c([H])c(N(C(=O)[C@]2([H])[C@@]([H])(C([H])([H])c3c([H])c([H])nc(N([H])[H])c3[H])C(=O)[N+]2([H])C(=O)N([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c1[H],-5.0
[H]c1c([H])c(C(=O)C([H])([H])[N+]2([H])C(=O)C([H])([H])[N+]([H])(C3([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)OC([H])([H])OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1OC([H])([H])C(=O)OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.44009
